OBJECTID,LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID,Shape__Area,Shape__Length
16350,Snyder Mountain,Snyder Mountain Tracts,M45,Conservation Tract,Mountain,234.52477213,Yes,1926,2008,MP,None,None,,,,,,CO,,39.66744385,-105.43211685,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/24/2010 12:00:00 AM,3d414889-b84e-4a9f-b11e-46dff8527e01,10215858.2089844,22590.8481753569
16660,Uplands,Uplands Park,574,Park,Linear,14.59499077,Yes - 2022,2019,2012,NE,8,5,50th Av & Uinta St,454182,5012 N Uinta St,,Denver,CO,,39.78733523,-104.88864547,PK,"Picnic Shelter, Benches, Picnic Tables, Bike/Pedestrian Path, Open Lawns, Natural Areas, Public Art",ParkArt_Uplands Park.pdf,,Yes,5/1/2020 12:00:00 AM,db30d68f-8484-49ef-a07c-d7a1c04dee98,635755.257043518,10041.1554170696
16978,Platte Farm,Platte Farm Open Space,235,Open Space,Open Space,7.11180025,Yes - 2022,2019/2021/2022,2018,NW,9,1,49th Av & Grant St,487882,4901 N Grant St,,Denver,CO,,39.78624003,-104.98382101,PK,"Bike/Pedestrian Path, Open Space, Natural Areas",ParkArt_Platte Farm Open Space.pdf,,Yes,2/18/2022 12:00:00 AM,00b4fedb-72f5-4b0a-aa3f-c9cb5c3ed51e,309788.782958925,5864.24266456507
17618,Northfield Athletic Complex Addition,Northfield Athletic Complex Addition,584a,Future,Undeveloped,45.55978533,Yes - 2023,2019,None,NE,8,5,,,5201 N Dayton St,,Denver,CO,,39.79428819,-104.87781121,,Future athletic fields shared maintenance with DPS,,,Yes,8/2/2019 12:00:00 AM,a31350f0-6e62-45d2-a15e-4e1a54b7f5d3,1984576.30877793,9403.8342707004
17938,Bethesda,Bethesda Park,809,Future,Undeveloped,1.88482453,Yes - 2022,2019,None,E,4,3,Iliff Ave & Bellaire St,142372,4301 E Iliff Ave,,Denver,CO,,39.6757212,-104.93710925,,Undevelop Neighborhood Park,,,Yes,9/24/2019 12:00:00 AM,c48f1830-78f6-42dd-b773-c0651e716f29,82472.2641601563,1479.55791825222
18258,Cherry Creek Open Space,Cherry Creek Open Space,761,Open Space,Open Space,18.89236041,Yes - 2020,2019,None,East,6,3,Cherry Creek South Dr & E Jewell Ave,529731,7698 E Jewell Ave,,Denver,CO,,39.68026645,-104.89617298,,Natural Open Space,,,No,10/23/2019 12:00:00 AM,ae2661af-8d10-40be-b5e6-730ff081e97c,822947.926866531,4397.95750760443
18578,Westwood Rec Center,Westwood Rec Center Grounds,843,Future,Undeveloped,2.77175166,Yes - 2023,2019,2020,SW,3,,Morrison Rd & W Walsh Pl,97276,4320 Morrison Rd,,Denver,CO,,39.70307316,-105.043243,,Future recreation center site,,,No,1/15/2020 12:00:00 AM,045ff2a4-4dd3-4832-99d0-d8a81955106b,120737.018066406,1652.51601966564
19218,Globeville Landing,Globeville Landing Park,908,Park,Neighborhood,9.65734575,No,1976,2018,NW,9,2,38th St & Arkins Ct,157272,3901 Arkins Ct,,Denver,CO,,39.77714525,-104.97659681,PK,"Benches, Picnic Tables, Picnic Shelter, Grill, Bike/Pedestrian Path, South Platte River Trail, Playground, Bike Rack",ParkArt_Globeville Landing Park.pdf,globevillepark.jpg,No,2/26/2009 12:00:00 AM,6fe0ec86-9542-4038-bc82-c1e1a64aa82c,420672.297070503,3503.56071283925
20498,The Urban Farm,The Urban Farm,585,Park,Special Use,21.42529479,Yes - 2016 ,2015,None,NE,8,5,Smith Rd - Havana to Central Park Blvd,,10200 E Smith Rd,,Denver,CO,,39.76798253,-104.87191223,,The Urban Farm,,,No,6/2/2020 12:00:00 AM,fd07dfb1-e994-42d7-8307-fef360a2ac8f,933282.108398438,4915.63483981425
20818,Arkins Park,Arkins Park,944,Park,Neighborhood,3.73513911,No,2011,2019,NW,9,6,34th Av & Arkins Ct,,3400 Arkins Ct,,Denver,CO,,39.77074229,-104.98086158,PK,"Seating, Open Lawn, South Platte River Trail, Public Art, Playground",ParkArt_Arkins Park.pdf,,Yes,7/29/2020 12:00:00 AM,3d27b926-a006-43b8-9aa5-f959d6c858ca,162702.008789063,1695.43882955971
21138,Sand Creek TOS-17A,Sand Creek TOS-17A,517,Future,Undeveloped,11.02829495,Yes - 2024,2021 Q1,None,NE,8,,,,,,Denver,CO,,39.77547912,-104.89058908,,,,,No,3/30/2021 12:00:00 AM,eeeb7547-1fb6-4d8c-b754-1cf912dd9706,480390.606445313,2964.34226673267
21458,Cottonwood Gallery,Cottonwood Gallery,577,Park,Community,21.08750269,Partial - 2023,N/A - METRO (2020 maint & 2021 partial ownership transfer),2012,Northeast,8,5,Willow St & 51st Ave,478424,5106 N Verbena St,,Denver,CO,,39.79141095,-104.88471679,PK,"Bike/Pedestrian Path, Playground, Picnic Shelter, Picnic Tables, Benches, Parking Lot, Natural Areas, Open Lawn",ParkArt_Cottonwood Gallery Park.pdf,,Yes,7/1/2021 12:00:00 AM,62d7ce17-3f64-4420-a519-4bb2599014fd,918567.942803025,8816.97705501322
21459,Prairie Basin,Prairie Basin,575,Open Space,Open Space,30.92794987,No,N/A - METRO (2020 maint),2012,NE,8,5,E 49th Pl and N Spruce St,,4953 N Trenton St,,Denver,CO,,39.7910001,-104.89619433,,"Open Space, Bike/Pedestrian Path, Public Art, Picnic Tables, Benches",,,Yes,7/1/2021 12:00:00 AM,7b793c63-2998-469d-8655-d8cf44ddfa96,1347216.10744578,6608.3990154044
21460,Willow Basin,Willow Basin,579,Open Space,Open Space,11.73529992,No,N/A - METRO (2020 maint),2012,NE,8,5,E 56th Ave & N Spruce St,,5543 N Uinta St,,Denver,CO,,39.79718609,-104.8959809,,"Open Space, Benches, Bike/Pedestrian Path",,,Yes,7/1/2021 12:00:00 AM,f2f6dd7c-b7f2-4ec4-9fa1-834539dbe522,511187.619716883,3344.32812946158
21461,Willow Bark,Willow Bark Dog Park,578,Park,Special Use,2.59543454,No,N/A - METRO (2020 maint),2012,NE,8,5,Trenton St & E 53rd Ave,475920,5375 N Trenton St,,Denver,CO,,39.79436739,-104.89685198,PK,"Dog Park, Shelter, Picnic Tables, Benches",ParkArt_Willow Bark Dog Park.pdf,,Yes,7/1/2021 12:00:00 AM,1d5ec504-5ace-4852-9aee-30f4cfa81577,113056.676776171,1650.23273450851
21462,Sandhills Prairie,Sandhills Prairie,581,Park,Community,13.45142708,No,N/A - METRO (2020 maint),2012,NE,8,5,Central Park Blvd & E 54th Ave,,5311 N Central Park Blvd,,Denver,CO,,39.79423803,-104.88683878,PK,"Playground, Bike/Pedestrian Path, Benches, Picnic Tables, Natural Areas, Open Lawn",ParkArt_Sandhills Prairie Park.pdf,,Yes,7/1/2021 12:00:00 AM,f9eb67c3-ca5a-4236-aea4-0dd78b86a44e,585941.820075065,3702.41249419408
21463,56th Ave Greenway,56th Ave Greenway,580,Open Space,Open Space,6.87072956,No,N/A - METRO (2020 maint),2012,NE,8,5,E 56th Ave (Uinta St to Central Park Blvd),,8706 E 56th Ave,,Denver,CO,,39.79800195,-104.88899567,,"Open Space, Bike/Pedestrian Path",,,Yes,7/1/2021 12:00:00 AM,5df5f55f-ee77-4595-ad36-552ccc6313e0,299287.780195236,5608.94873887585
21465,Prairie Meadows,Prairie Meadows,576,Park,Community,13.64537387,No,N/A - METRO (2020 maint),2012,NE,8,5,Valentia St & E 51st Ave,478422,5104 N Uinta St,,Denver,CO,,39.79307263,-104.8916827,PK,"Bike/Pedestrian Path, Playground, Picnic Shelter, Picnic Tables, Benches, Restroom, Plaza, Open Lawn, Natural Areas, Scenic Views",ParkArt_Prairie Meadows Park.pdf,,Yes,7/1/2021 12:00:00 AM,1a3737e6-7781-4b77-b1e7-7e4dbd381744,594390.107968032,3114.631958286
21466,Gateway Landing,Gateway Landing,523,Future,Undeveloped,2.99859609,Yes - 2022,2020,None,NE,11,,49th & Telluride,,4951 N Telluride St,,Denver,CO,,39.78755604,-104.78242764,,Future Park SIte,,,No,12/13/2021 12:00:00 AM,41dc96fd-5eb5-477e-a9f3-b4b7aa5a2234,130618.324450552,1603.47697446351
21467,Dartmouth Gulch,Dartmouth Gulch Park,178,Open Space,Open Space,3.36482173,Yes - 2014,1972,None,SW,2,4,Bryant St & Dartmouth Av,356904,2601 W Dartmouth Ave,,Denver,CO,,39.66118968,-105.01964067,,"Open Space, Natural Areas",ParkArt_Dartmouth Gulch Park.pdf,no_imagerec.gif,Yes,12/15/2021 12:00:00 AM,85fdc19d-c759-4798-bc55-67f6a56e965d,146571.049316406,2762.05990218254
21469,Bear Creek,Bear Creek Park,139,Park,Regional,87.02943999,Partial - 2014 / 2022,1956,None,SW,2,4,Hampden Av & Sheridan Blvd,,3550 S Raleigh St,,Denver,CO,,39.65154692,-105.04628501,PK,"Benches, Drinking Fountain, Picnic Shelter, Picnic Tables, Playground, Restroom, Bike/Pedestrian Path, Bear Creek Trail, Horseshoe Pits, Soccer Field, Baseball / Softball Field, Natural Areas, Picnic Area",ParkArt_Bear Creek Park.pdf,bearcreekpark.jpg,No,3/30/2022 12:00:00 AM,0a8c5e31-f76a-4ce0-8d81-6cb91969a21c,3790987.24189568,8801.20585259696
21869,Harvard Gulch East,Harvard Gulch East,810,Park,Linear,12.10116903,No,1970,2010,SW,6,3,Harvard Gulch - Downing St To Harrison St,357060,3301 E Vassar Ave,,Denver,CO,,39.66963442,-104.95350477,PK,"Bike/Pedestrian Path, Harvard Gulch Trail, Open Space, Natural Areas, Picnic Tables, Benches",ParkArt_Harvard Gulch East Park.pdf,harvardgulcheastpark.jpg,No,5/25/2022 12:00:00 AM,137af066-fcd7-46bd-9c61-b759bf11ba35,527456.453805089,16350.2121580338
21870,Axton Ranch,Axton Ranch,M56,Conservation Tract,Mountain,442.06956161,Yes - 2024,2021,None,Northwest,N/A,N/A,,,,,Denver,CO,,39.89661138,-105.4048672,CA,Conservation Area.  No Public Access.,,,No,6/1/2022 12:00:00 AM,5d47fde1-b127-4ae4-a2e6-3ce5947f7341,19256472.9194336,26307.7162663453
21872,Arkins Promenade,Arkins Promenade,945,Park,Linear,1.86842311,Not Eligible,N/A - ROW (2022),2020,Northwest,9,6,Arkins Ct - 35th to 38th,,3601 Arkins Ct,,Denver,CO,,39.77322401,-104.97944019,PK,"Benches, Picnic Tables, Bike/Pedestrian Path, River Theater, Elevated Walkway, Playground",ParkArt_Arkins Promenade.pdf,,No,6/8/2022 12:00:00 AM,e1236639-ea06-45bb-af2e-3f4c4243a6c8,81388.1850585938,2964.10974629704
21873,Sand Creek TOS-08A,Sand Creek TOS-08A,520,Open Space,Open Space,20.94345386,Yes - 2023,2021,None,Northeast,8,,,,2800 N Havana Way,,Denver,CO,,39.75626493,-104.8508559,,,,,Yes,6/22/2022 12:00:00 AM,6554c422-a5bb-41f6-977c-416a969b9eae,912293.201734066,5685.20076446654
21875,The Bluffs,The Bluffs,589,Park,Community,34.05114561,No,N/A - METRO (2022 maint),2012,Northeast,8,5,,,5707 N Dallas St,,Denver,CO,,39.80132929,-104.87643525,PK,"Playground, Open Lawn, Picnic Tables, Bike/Pedestrian Path, Benches, Natural Open Space, Picnic Shelter",ParkArt_The Bluffs.pdf,,Yes,9/22/2022 12:00:00 AM,4170b199-6bf3-4828-ac8d-7210aef9ccff,1483261.96925423,7065.45137392523
21876,North End Loop,North End Loop,596,Park,Linear,18.25406463,No,N/A - METRO (2022 maint),2012,Northeast,8,5,,,,,Denver,CO,,39.80408993,-104.86888833,,,,,Yes,9/22/2022 12:00:00 AM,49e35a19-1c3c-415a-8f23-f489b2162d1f,795143.87766698,20487.7269190245
21877,North Prairie Basin,North Prairie Basin,591,Open Space,Open Space,71.35977639,No,N/A - METRO (2022 maint),2012,Northeast,8,5,,,8900 E 64th Ave,,Denver,CO,,39.81029214,-104.88081598,,,,,Yes,9/22/2022 12:00:00 AM,7978db3c-d11d-4e60-8164-54092216c432,3108419.42493582,11049.7618967851
21878,North Commons Lawn,North Commons Lawn,590,Park,Community,12.856521,No,N/A - METRO (2022 maint),2012,Northeast,8,5,,32577421,5992 N Chester Way,,Denver,CO,,39.8057765,-104.87604854,PK,"Playground, Picnic Shelter, Restroom, Open Lawn, Picnic Tables, Bike/Pedestrian Path, Benches, Natural Open Space",ParkArt_North Commons Lawn.pdf,,Yes,9/22/2022 12:00:00 AM,f56006d9-4a3c-4507-971e-46da579587ed,560027.814441681,3112.47026986934
21879,DEN Open Space,DEN Open Space,DEN,Open Space,Open Space,585.84037666,Not Eligible,N/A - DIA (2015/2022),None,NE,11,,56th Av & Pena Blvd,,16901 E 56th Ave,,Denver,CO,,39.81526042,-104.78790205,,Natural Open Space,,,No,12/20/2022 12:00:00 AM,da650238-358e-4615-9ec5-841f99452dff,25519104.7353516,70733.5790801291
21880,I-70 Cover Park,I-70 Cover Park,262,Park,Neighborhood,5.09554641,Not Eligible,N/A - CDOT (2022),2020,Northwest,9,,I-70 - Clayton to Columbine,,4617 Thompson Ct,,Denver,CO,,39.78037991,-104.95557704,PK,"Playground, Splashpad, Multi-purpose Field, Shade Structure, Restroom, Stage, Benches, Picnic Tables",ParkArt_I-70 Cover Park.pdf,,No,6/1/2023 12:00:00 AM,c6822bcc-49d4-4f32-9bb0-d358aea3d7b8,221961.112792969,3360.30321353279
21881,Second Creek Open Space,Second Creek Open Space,526,Open Space,Open Space,28.5727527,No,2021,N/A,Northeast,11,,Second Creek - High Point Blvd to 72nd,,6972 N Argonne St,,Denver,CO,,39.82303865,-104.76756918,,"Natural Open Space, Creek Corridor, Wildlfie Habitat",,,Yes,2/2/2023 12:00:00 AM,4f48bb1e-1dab-4e57-8975-a3cd86e5b748,1244624.12878913,8563.43347223794
21882,44th & Pearl,Unnamed 44th & Pearl,946,Future,Undeveloped,1.03100361,Partial - 2023,2023 Q2 & 2024 Q1,None,Northwest,9,,44th Ave & Pearl St,,4400 Pearl St,,Denver,CO,,39.77721541,-104.97982408,,Future Park Space,,,No,3/7/2024 12:00:00 AM,39508324-edb7-47ed-b7fc-e4afa07dbe98,44910.3383789063,1016.55650841822
21883,39th Ave Greenway,39th Ave Greenway,229,Park,Linear,14.2020668,No,2020,2019,NW,9,,39th Ave (Steele St to Franklin St),,3900 N York St,,Denver,CO,,39.77127521,-104.96023708,PK,"Benches, Picnic Shelter, Picnic Tables, Playground (Nature Play), Bike/Pedestrian Path, Plaza, Community Garden, Natural Areas",ParkArt_39th Avenue Greenway.pdf,,,6/22/2022 12:00:00 AM,ce03c44e-2378-448e-a5bf-67e3c0ed0aae,618639.55078125,12066.2135519829
21884,Highline Canal (Colorado to Parker),Highline Canal (Colorado to Parker),626,Park,Linear,60.07004064,Not Eligible,N/A - DW (1980s),N/A,E,4,3,Highline Canal South Denver Section,,,,Denver,CO,,39.66611803,-104.91043765,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",ParkArt_Highline Canal.pdf,no_imagerec.gif,Yes,6/8/2009 12:00:00 AM,05ce3647-65e2-477c-bcbf-77d52ad7f7ab,2616640.52971911,54550.3287052942
21885,Eisenhower,Eisenhower (Mamie Doud) Park,630,Park,Community,20.82669445,Yes - 1956,1949,None,E,4,3,Dartmouth Av & Colorado Blvd,143822,4300 E Dartmouth Ave,,Denver,CO,,39.65953357,-104.93616468,PK,"Recreation Center, Grills, Picnic Shelter, Picnic Tables, Playground, Outdoor Pool, Restroom, Bike/Pedestrian Path, Football Field, Soccer Field, Horseshoe Pits, Tennis Court, Pickleball Court, Baseball / Softball Field, Flower Beds, Benches, Picnic Area",ParkArt_Eisenhower (Mamie Doud) Park.pdf,eisenhowerpark.jpg,Yes,1/9/2009 12:00:00 AM,b86a852c-90c8-4b43-834b-b2c5a16aacc5,907207.181091547,5323.41315286096
21886,Gates Crescent,Gates Crescent Park,907,Park,Neighborhood,10.82412673,Yes - 2014,1976,1997,Downtown,1,1,Children's Museum Dr & 7th St,,2100 Childrens Museum Dr,,Denver,CO,,39.74721296,-105.01665603,PK,"Picnic Tables, Bike/Pedestrian Path, South Platte River Trail, Sand Volleyball Court, Natural Areas, Playground, Drinking Fountain",ParkArt_Gates Crescent Park.pdf,gatescrescentpark.jpg,Yes,3/11/2009 12:00:00 AM,fb4cadbf-1812-459c-910b-28b133b6170e,492310.320530176,4738.54194582742
21887,Southmoor,Southmoor Park,622,Park,Community,17.44592984,Yes,1966,None,E,4,3,Oneida Way & Peach Way,357868,3551 S Poplar St,,Denver,CO,,39.65146664,-104.90693253,PK,"Benches, Drinking Fountain, Picnic Shelter, Picnic Tables, Playground, Basketball Court, Bike/Pedestrian Path, Soccer Field, Baseball / Softball Field",ParkArt_Southmoor Park.pdf,southmoorpark.jpg,Yes,5/5/2023 12:00:00 AM,302849d6-e4da-49c5-af57-fed0b530d3a3,759941.663946081,3662.96290434636
21888,Colorow Point,Colorow Point Park,M10,Conservation Tract,Mountain,0.27275046,Yes,1916,2008,MP,None,None,,,900 Colorow Road,,Golden,CO,80401,39.73202823,-105.24927681,CA,Conservation Area.  No Public Access.,,colorowpointmtnpark.jpg,,5/21/2010 12:00:00 AM,f2c36a0c-024e-464a-b7a2-fdbf45c664ff,11880.9614257813,868.626269541091
21889,Ferguson,Ferguson (WH) Park,421,Park,Pocket,0.27305942,Yes,1967,None,NE,9,2,23rd Av & Dexter St,18166,4716 E 23rd Ave,,Denver,CO,,39.75080638,-104.93251405,PK,"Benches, Picnic Shelter, Picnic Tables, Playground",ParkArt_Ferguson (WH) Park.pdf,fergusonpark.jpg,Yes,6/7/2023 12:00:00 AM,14bd0557-d051-4217-ac4c-432e1ddfed27,11894.419921875,437.900313573976
21890,McDonough,McDonough Park,006,Park,Neighborhood,3.65899823,Yes - 1956,1906,None,NW,1,1,41st Av & Federal Blvd,30892,4100 N Green Ct,,Denver,CO,,39.77382566,-105.02588916,PK,"Picnic Tables, Bike/Pedestrian Path",ParkArt_McDonough Park.pdf,mcdonoughpark.jpg,Yes,6/7/2023 12:00:00 AM,15fdcf3a-000c-42f5-b008-b67075df7073,159385.326171875,1731.47728255657
21891,Dailey,Dailey Park,713,Park,Neighborhood,2.77106017,Yes - 1956,1907,2009,SW,7,4,Archer Pl & Elati St,356900,1 S Cherokee St,,Denver,CO,,39.71614708,-104.99307907,PK,"Picnic Tables, Playground, Basketball Court, Benches, Bike/Pedestrian Path",ParkArt_Dailey Park.pdf,dailypark.jpg,Yes,6/7/2023 12:00:00 AM,35523ce5-70cb-4739-8cd3-48d055a39bba,120706.897949219,1434.10117105736
21892,Loretto Heights,Loretto Heights Park,163,Park,Neighborhood,14.20145438,Yes,1977,None,SW,2,4,Amherst Av & Lowell Blvd,356588,2800 S Lowell Blvd,,Denver,CO,,39.66387912,-105.03276285,PK,"Picnic Shelter, Picnic Tables, Benches, Playground, Natural Areas, Bike/Pedestrian Path, Picnic Area",ParkArt_Loretto Heights Park.pdf,lorettoheightspark.jpg,Yes,6/7/2023 12:00:00 AM,3d09be32-5110-406b-ab3e-fe339e16a430,618612.879175663,3621.63863923999
21893,Grant Frontier,Grant Frontier Park,909,Park,Neighborhood,9.11196589,Partial - 1956,1910,None,SW,7,4,Platte River Dr & Warren Av,356997,2300 S Platte River Dr,,Denver,CO,,39.67398846,-104.99696854,PK,"Historical Site, Picnic Tables, Bike/Pedestrian Path, South Platte River Trail, Natural Areas, Playground (Nature Play), Drinking Fountain",ParkArt_Grant Frontier Park.pdf,grantfrontierpark.jpg,Yes,6/7/2023 12:00:00 AM,4f4898d5-61fe-4a92-adf1-d429000f9d99,396915.647089243,4486.12594828999
21894,Vanderbilt East,Vanderbilt East Park,832,Future,Undeveloped,3.89374174,Yes - 1956,1922,None,SW,7,4,Ohio Av & Santa Fe Dr,90684,300 W Ohio Ave,,Denver,CO,,39.70146059,-104.99274444,,Future Park Development,ParkArt_Vanderbilt East Park.pdf,vanderbiltpark.jpg,Yes,6/7/2023 12:00:00 AM,5712f2d4-cf9c-466f-a6b8-31a7da8a32cb,169610.71195507,2111.38946671083
21895,Fairfax,Fairfax Park,405,Park,Neighborhood,0.3473279,Yes - 2022,2018,2019,NE,9,2,29th & Fairfax,16779,2858 N Fairfax St,,Denver,CO,,39.7576998,-104.92791553,PK,"Benches, Shade Structure, Picnic Tables, Playground, Interactive Fountain",ParkArt_Fairfax Park.pdf,,Yes,6/7/2023 12:00:00 AM,5b4a58ca-8324-4fe0-b352-7f09bdec16e0,15129.5424804688,492.076503594785
21896,Hillcrest & Ithica,Unnamed Hillcrest & Ithica,632,Park,Pocket,0.14330067,No,1960,None,E,4,3,HIllcrest Dr & Ithica Pl,32572466,3579 S Hillcrest Dr,,Denver,CO,,39.65130558,-104.91917321,,"Passive Open Space, Maintaind by HOA",,,Yes,10/16/2018 12:00:00 AM,6d165a24-c9e3-4162-9e1a-26f049f7aa46,6407.08837890625,350.832884264898
21897,Goldsmith Gulch,Goldsmith Gulch,608,Park,Linear,2.5833019,No,1965,N/A,E,4,3,Goldsmith Gulch - Eastman Av To Hampden Av,356985,7601 E Hampden Ave,,Denver,CO,,39.65495443,-104.90162792,,Open Space,ParkArt_Goldsmith Gulch Open Space.pdf,no_imagerec.gif,Yes,6/7/2023 12:00:00 AM,89389246-85d0-4768-b234-76b22700574f,112528.180574417,2743.71459586386
21898,Dreiling,Dreiling (Ruth Lucille) Park,840,Park,Linear,5.8444689,Yes - 1956,1960,2010,SW,3,4,Alameda & Xavier to 3rd & Hooker,,4351 W Bayaud Ave,,Denver,CO,,39.71313826,-105.04766315,PK,"Picnic Tables, Benches, Playground, Bike/Pedestrian Path, Weir Gulch Trail, Natural Areas",ParkArt_Dreiling (Ruth Lucille) Park Park.pdf,weirgulchpark.jpg,Yes,6/7/2023 12:00:00 AM,89d168cd-985b-43ac-9b0d-d3642fa5ee64,254584.046615079,4500.99089476049
21899,New Freedom,New Freedom Park,L26,Park,Neighborhood,2.13499998,Yes - 2013,2007,2012,NE,8,2,13th Av & Xenia St,,8800 E 13th Ave,,Denver,CO,,39.73675138,-104.8858461,PK,"Picnic Tables, Synthetic Field, Playground, Community Garden, Bike/Pedestrian Path, Westerly Creek Trail",ParkArt_New Freedom Park.pdf,westerlycreekpark.jpg,Yes,6/7/2023 12:00:00 AM,93ab7178-d33a-44db-bf17-fe09f9b4c14e,94594.2724609375,1230.51304960486
21900,Hutchinson East,Hutchinson East Park,605,Park,Linear,5.78854246,Partial - 2016,1973,2002,E,4,3,Dartmouth Av & Tamarac Dr,,8075 E Eastman Ave,,Denver,CO,,39.65857064,-104.89729696,,"Bike/Pedestrian Path, Open Space, Natural Areas",ParkArt_Hutchinson East Park.pdf,hutchinsonpark.jpg,Yes,6/7/2023 12:00:00 AM,aafc0685-b4f2-4625-8c97-f6844f658a0d,252147.900418639,6302.74020203563
21901,Jefferson,Jefferson Park,016,Park,Neighborhood,6.73044198,Yes - 1956,1899,None,NW,1,1,22nd Av & Clay St,52168,2201 N Clay St,,Denver,CO,,39.75061418,-105.02207159,PK,"Benches, Picnic Shelter, Picnic Tables, Playground, Restroom, Drinking Fountain, Basketball Court, Picnic Area",ParkArt_Jefferson Park.pdf,jeffersonpark.jpg,Yes,6/7/2023 12:00:00 AM,b9a25b93-2bec-45c4-bb5f-e6145bd75dbd,293176.880371094,2334.23574882774
21902,La Familia Rec Center,La Familia Recreation Center,748,Grounds,Recreation Center,0.91587026,No,1977,None,SW,7,4,Elati St & Archer Pl,80199,65 S Elati St,,Denver,CO,,39.71555588,-104.99434262,,Recreation Center, ,,Yes,6/7/2023 12:00:00 AM,bc5fc773-7ab3-4250-8970-61dc927eb0f6,39895.1479492188,865.992496198005
21903,Sculpture,Sculpture Park,340,Park,Special Use,2.63445259,Yes - 1981,1960s,None,Downtown,10,6,Speer Blvd & Champa St,166716,1201 Champa St,,Denver,CO,,39.74343034,-104.99935581,,"Public Art, Flower Beds", ,no_imagerec.gif,Yes,6/7/2023 12:00:00 AM,c5275350-ad8a-4182-b912-f33aec80c3b9,114756.29675889,1723.35654716894
21904,Magna Carta,Magna Carta Park,631,Park,Neighborhood,3.60622686,Yes - 2015,1960,None,E,4,3,Hampden Av & Colorado Blvd,356589,3400 S Colorado Blvd,,Denver,CO,,39.65405521,-104.93992216,PK,"Picnic Tables, Playground, Soccer Field, Benches, Bike/Pedestrian Path, Picnic Area",ParkArt_Magna Carta Park.pdf,magnacartapark.jpg,Yes,6/7/2023 12:00:00 AM,d040b9e0-be87-482d-8f8b-f04519e7b3e6,157086.614257813,1830.32134184762
21905,Hungarian Freedom,Hungarian Freedom Park,302,Park,Neighborhood,2.04885965,Yes - 1956,1912,None,SW,7,4,Emerson St & Speer Blvd,356580,901 E 1st Ave,,Denver,CO,,39.71870659,-104.97641179,PK,"Picnic Tables, Benches, Fountain",ParkArt_Hungarian Freedom Park.pdf,hungarianfreedompark.jpg,Yes,6/3/2023 12:00:00 AM,d15a39a4-5fe1-4ce8-b66f-20b39cbd6b1b,89247.9698251486,1858.22310615443
21906,Alamo Placita,Alamo Placita Park,301,Park,Neighborhood,4.65610658,Yes - 1956,1911,None,E,7,3,3rd Av & Emerson St,356720,300 N Emerson St,,Denver,CO,,39.72058686,-104.97579705,PK,"Benches, Drinking Fountain, Picnic Tables, Playground , Basketball Court, Flower Beds, Picnic Area",ParkArt_Alamo Placita Park.pdf,alamoplacitapark.jpg,Yes,6/7/2023 12:00:00 AM,da96ca2d-fb29-40c1-8022-87b6674d34c7,202819.189957887,2605.05499672343
21907,Lindsley,Lindsley (Henry S) Park,401,Park,Neighborhood,7.06668753,Yes - 1956 / 2017 ,1937,None,E,5,3,12th Av & Dexter St,129722,4601 E Hale Pkwy,,Denver,CO,,39.73404728,-104.93289497,PK,"Benches, Picnic Shelter, Drinking Fountain, Picnic Tables, Playground, Basketball Court, Bike/Pedestrian Path, Horseshoe Pits, Baseball / Softball Field, Tennis Court, Picnic Area, Fitness Equipment",ParkArt_Lindsley (Henry S) Park.pdf,lindsleypark.jpg,Yes,6/7/2023 12:00:00 AM,dede508f-d8e6-43e5-ad92-04fafbdc70d1,305507.85307169,2427.58730801423
21908,Carla Madison Rec Center,Carla Madison Rec Center,250,Grounds,Recreation Center,2.89475884,Yes - 2024,2010,2018,E,10,2,Colfax Av & Josephine St,58332,1530 N Josephine St,,Denver,CO,,39.74095124,-104.95838843,PK,"Recreation Center, Dog Park, Benches, Shade Structure, Picnic Tables, Ping Pong Table, Climbing Area",ParkArt_Carla Madison Rec Center.pdf,,Yes,6/7/2023 12:00:00 AM,f296fda8-6640-40a0-8e81-ea4eb8ebb5b0,126095.191894531,1475.28984185354
21909,Jacobs,Jacobs (Frances Weisbart) Park,707,Park,Neighborhood,12.01033886,Yes,1992,None,E,5,3,Mississippi Av & Quebec St,,1101 S Quebec St,,Denver,CO,,39.69654485,-104.90573993,PK,"Benches, Drinking Fountain, Picnic Tables, Bike/pedestrian Path, Multi-purpose Field",ParkArt_Jacobs (Frances Weisbart) Park.pdf,jacobspark.jpg,No,6/7/2023 12:00:00 AM,f2ff1013-4217-4636-921d-f05ed42b66cb,523168.267364502,3320.75300703212
